Text,Label
waktu ke pernikahan atta aurel gitu juga kn gen faruk tuhh?,1
Kan lgi bikin tiktok biar rame 😅😅😅😅,1
semoga samawa langgeng bahagia Aamiin,0
emng boleh yah di bulan suro???,0
ktnya agustus kok maju juli,0
"Anak nya banyak, takut abis air matanya ituuu. 🙏🏻",0
kosikin🙏,0
Halah netizennnn,0
katanya bulan agustus,0
buat konten fotonya,1
lagi edit konten itu maka nya fokus hp,1
Plissss Thariq yaaa bukan Tarikk😭,0
semua hari & bln itu bagus hanya tergantung orangnya aja,0
lagi mantau yg ngomong hj toriq maka nya pokus maen hp..,0
"menikah dibulan Muharram itu baik
  apalagi menikahnya dihari jum'at
  mungkin akan terjadi pro dan kontra masalah bulan muharram ini
  padahal bulan penuh pertolongan 👍",0
Tarik,0
Mertua kaya gini untung bukan fuji🤪,1
welcome to the club,0
"Aq dulu lbh suka di nikahan nya aurel, lok in gk liat sma skli dri lamaran smpek nikah an nya...",0
"gue Betawi tpii pas mau nikah emg katanyaa nggak adaa org nikah dii bulan suro akhirnya dii undur, gatau knpa tapi kata org"" tua emg gabaikk",0
hahahah yang penting kan bikin story,1
biasa bu HAJEEE BOOK HAJEE,0
genius garuk2,0
selamat ya Fuji..... 🥰🥰🥰,1
"ya percaya gak percaya 😌TPI kebnyhn orng dlu bilang sesuai apa yg merka alami... sebenernya nikah gpp (tunangan) aja dlu selesai bulan suro baru ijab/pesta
  ini adik q juga sma...",0
"geni lagi ngitung uang yg akan dia ...
  🤭🤭🤭",1
namanya jg vloger,0
2 karakter yg terlihat jelas.. bunda Reza... hormat untukmu 🥰,0
udh ngk aneh sbb kn keluarga mreka keluarga konten jdi sll sibuk dgn hp,1
"sebenernya nikah bulan apapun gak masalah klo emng jodoh ya gak akan kenapa²,kllo mnrtku",0
gila banget 😭,1
nikah suro cobaan apa nich😳😳,0
26 july tanggal lahir ku pas banget😭😭 makasih yah haji Toriq🙏,0
"Kepercayaan orang beda beda kalo orang Minang malah bagus nikah bulan suro katanya,hormati aja kepercayaan masing2",0
ibu nya Thor kayak ga dandan Weh ..,1
Psti pada capek ga sholat jumat😆😆 samawa ya pak haji,0
"Maklum baru pertama kali nikahin guys, kan yg sebelumnya ga dateng😂",1
Trus ngopo??,0
yg punya hajat ATTA bukan ortu nya,0
haha kaya nyh mertua nyh nga setuju tuh,0
pokoknya haji.....,1
Eh mereka uda nikah aja,0
doain aja yang baik buat rumh tangga mereka . insyaallah doa terbaik akan berbalik ke hidup kita🤗,0
untung fuji g jdi sama dia😌,1
"Dulu ya pas aku adat Jawa sakral gitu termasuk akad , keluarga inti gak boleh nge video atau nge foto sendiri ! Karna menurut yang ngurus semua ada bagian sendiri gak boleh sibuk dengan hp nya",0
anak nya ada 11 klo keinginan dia anak nya hrs nikah sama sang diva apa ga pusing tu nyari diva yg seperti apa kn anak nya bnyk bngt,0
semua semua jadi sorotan 🗿,0
aura aliya knp biasa aja yah,0
"itu kan pakaian Sunda, bukan Jawa, ga perhitungan Jawa juga",0
Katanya pake adat jawa tapi kok ga liat bulan yaaa,0
hahapeun emg ;(,0
kok GK lihat mbk enji ya,0
pihak kel mempelai wanita memang lebih fokus plus jantungan,0
Kumaha Sia bae lah netizen😭,0
"tetangga ku nikah tgl 1 suro, smpe skrg adem ayem udh punya anak 2",0
keluarga konten,1
"kita sebagai netizen nyimak sj gimn kelanjutan nya nikah di bln suro+Jum,at wage",0
hidup GK bisa jauh dari hp.apa2 harus diabadikan..tanpa liat tempat dan acara.pokonya abadikan ke hp trus di post😁,0
koq gak ada tv yg mau nyiarin siaran langsung,0
Mak Lum baru pertama nikahin anak,0
"bulan suro malah akad😭
  klo resepsi mah gpp lah ini nikahh",0
anak nya banyak sih,0
didoakan yang baik2 saja ya.... semoga samara dan langgeng sampai kakek nenek 😇,0
"kata orang jawa bulan suro tidak baik untuk acara nikah ,,, hajatan , bangun rumah / pun pindah rumah katanya",0
ahhh itu ibu gen lg bc Matra kn dihp biar org tau kl gen halilitar itu hebat suro aja buat nikahan🤭,0
emng agak lain dari dulu jg🤣gk aneh lgi,1
Aurel selamat pas nikah mertuanya gaada,1
Coba tunggu ga lama pasti ada klarifikasi 😳,1
aku nikah di bulan suro Alhamdulillah gak pp ya cuman itu ekonomi turun drastis+ada aja ujiannya,0
wduhh nmy yg nkh kn anky cwok y biasa kbykn..mungkin nant gen hlilntr kl ank prmpuany yg nkh trhru jug kli y😁,0
Ibu faruk pengusaha besar yg jelas dia bukan buka scrol tiktok positif tingking ajah 😅,0
Reza berdoa semoga aaliyah kuat gabung ama keluarga barunya 😂,0
Demen Kaga seh Lo Makkkk Ama Mantu Loeee😂,0
"nikahnya hari Jumat Wage + bulan suro + tahun dudo. org Jawa pasti tau, soalnya keluarga Al keknya kejawen gitu😌",0
"semua hari baik, semua bulan juga baik,",0
konten adlh pkerjaannya.jd smw kgiatan hrs di kontenin,1
kenapa harus ada pak jokowi kan pak jokowi sibuk [lovely]🤏🙃,0
"ternyata, memang tidak hadirnya mereka tidak se menyakitkan itu kan aurel 😁 haha",0
"bukannya dibilang msh ada keraton""nya...?? bukannya keraton itu kejawen ya...?? maaf kalo salah.. ini kam suro",0
haiii thorik minn..,0
ibu gen kan anaknya bnyak jadi santuy sajaaa,0
kita doa in ajh yg baik'...🙏,0
"masih herannya pas salaman sama manten sempet""nya dia ngerekam 😭",1
"Saran, sdh tjd pernikahan mudah""an Samawa, tdk ada aral, dimudahkan sgala urusanya,segera diberi momongan.",0
keliatan mana yg SDM tinggi,1
ke gada vibes nikah nya bda banget sama ata sama aurell,1
Mereka paham gk si makna dari bln suro😳,0
suro menikah🔥🔥🔥🔥🔥,0
"maap aku nonis n bkn dr suku jawa, mau nanya dong knp klo nikah di bln suro n jumat wage? 🙏makasih infonya y tmn2 😊salam toleransi",0
kenapa meluk mantul mesti lakinya yg fotoin? kan ada FG pasti,0
"ngapain sih ngomongin menikah di bulan suro, abng gua aj nikah bulan suro gpp",0
Kaka ku malah 1 Muharram nikahnya...,0
"pas atta nikah ortunya ga hadir .
  pas thorik nikah semua ada ..",0
lha iyaa baru sadar kalau nikahnya dibulan suro,0
"padahal klo orang jawa tu bulan suro pantang buat nikah, klo mau nikah ya sebelum suro atau sesudahnya kyak pas besar atau sapar nya gitu, ga sembarangan 😊",0
Wong kuwi tuman,0
nikahnya kayak buru² amat ada apa yach🤔🤪,1
"karena anak umi banyak makanya dia ngerasa yaudh fine fine aja ga ngerasa kehilangan bngt gtu, anaknya kan cowo juga kayanya gtu si",0
Sdh mulai kelihatan...silahkan di nikmati🙂,1
emang kalo jumat wage kenapa??,0
teh tariq akhirnya udh punya pasangan,0
maklum aja okb dan no attitude,1
"keinget ""calon papah""",0
selamat untuk kedua mempelai. semoga bahagia dunia akhirat,0
Dalam hati geni seandainya aku pilih Fuji lebih cantik dan cocok untuk thoriq,0
"Kan bisa mikirnya, itu lagi baca doa yang ada di hp",0
pengantin wanita tdk mangklingi,0
tau ahh gelap 😂😂,0
nikahnya koq bulan SURO,0
"utk kami orang kalimantan srlatan, bln muharam bln baik utk perkawinan 🙏🙏",0
kita lihat saja kedepanya krn menikah d bulan suro apa yg akan terjadi nanti,0
"karna anaknya laki2 kali ya...jd mamanya nyantai aja gitu g tegang apa gmn gitu pas anaknya mau ijab, sodaraku ada tuh yg model gini, didiemin aja sm mamanya pas ijab malah ngobrol sendiri",0
iya ihh d kampung jg g blh klo nikah bln suro,0
fuji datang g ya,0
"lagi sibuk bikin story wa itu,,, anak q haji toriq sudah menikah 😩",1
kok berani ya.nikah di bln Sura...???,0
all cuma cari status,1
"kayaknya kalau adat Jawa d perut pengantin wanita nya d kasih kain merah,,kayak jarik kecil gitu gak sih",0
jawa jare tp ģ ngrti suro,0
"jodoh,maut,rezeki SDH d atur oleh yg kuasa,, jadi jika skrg Thoriq Nikah pasti si Fuji SDH d siapkan jodoh yg lebih baik,,
  do'akan yg terbaik saja,,",0
"emng iya dia main hp terus, Poto Poto 😂",1
mungkin lg ajuin pinjaman online😁,1
"ikut adat jawa, tapi jum'at wage+suro.samawa ya kalian",0
"bu geni agak lega..”yess tinggal 9 lagi nih yg blom nikah""",0
hadeeeh,0
"Ga sabar jadi calon papa,makaknya di percepat .",0
wong jawa pantangan nikah bulan sura 😁,0
emang gk boleh ya nikah di bulan suro?,0
"ternyata byk peramal handal di komen, sampe pembaca isi hati n pikiran 🗿",0
"dulu budeku nikah 1 syuro sampai punya 4 anak penghafal alqur.an semua
  ponkaakn ku juga nikah 1 syuro
  alhamdulillah sehat. bahagia. makmur domisili di kota bima punya anak 1 sampai sekarang ... berdoa saja yang baik"" insyaallah kembali ke yang mendoakan .. aamiin",0
"Jarwo yg nikah, mantan nya yg fyp, 🗿",0
lg bikin status dulu geni nya😌,1
cari uang nya lewat HP gpp.. 😂cuman ko ya nnti dulu ya..simpen dulu hp nya,1
tarik manggg,0
"Kalau sama Fuji sesama Padang, pihak laki laki harus bayar uang Panai ke pihak perempuan mungkin itu yg ngga setuju soalnya Fuji punya nilai yg sangat tinggi mungkin 1 T.",0
itu Pakjo apa kerjaya disitu nya 😂😂😂,0
fuji selamat,1
kok jd fokus ke perut aliyah ya🥺apa bener kabar itu,0
klo org jawa harusnya tau ibu dari pihak laki2 pantang liat akad nikah scr lgsung. klo mau liat pun hrus di ruangan terpisah,0
X bole main hp ke.. Itu pon jdi issue,1
knp harus sama si tanggal nikahnya😭😭🙏,0
nikahnya dipercepat bro pantangan pun di terjang... keburu meledak. tapi bukan balon,0
"Bapaknya Toriq aja sambil ngvlog pake hp woii ditaro dipangkuannya,sempet sempetnyaaa😭",0
kebanyakan anak dia,0
selalu berdo'a yg terbaik buat pasangan Thoriq & Aliyah semoga Allah selalu bersama kalian.,0
udah ga heran 🗿,1
bulan ini q boleh .perayaan nikah .atau semacam pesta meriah .,0
mungkin buka aplikasi Al Qur'an... positif thinking ajaaa,0
"duh pd knpa sih pd bahas bulan,smua bulan hari tgl baik,Allah mnciptakn alam besrta isiny dari hari senin smpai ahad,baik tdkny rmh tngga trgntung dari orngnya bukn dari buln hari tgl thun,😊😊",0
kan buat kontent... namanya jg keluarga yutuber apa2 dibikin kontent. 😁😁,1
gimana reza g berdoa anaknya mau dinikahi bang jarwo,0
umi Thorik lg main game,1
lah kalian kenapa kaget kan udah biasa,1
Lg main kodok zuma,0
"ntahlah, memang gak ngerti liat gen H ini🤣",1
EMAK NYA ATTA EMANG AGAK LAEN😁,1
positif thinking aja dah mungkin biar ga keceplosan ngomong Torik 2 bulan udh haji jadi maen hape aja biar anteng😁,0
Gw salpok sama bapak nya toriq pas resepsi contur nya nampolll polll bgt,0
oo iya suro,0
tmmku nikah pas hari pertama bulan suro😑pas baca komen kok jd aku yg takut,0
kan mmg bgtu sifat merekafuji bersyukur selamat,0
"Alhamdulillaah pernikahannya lancar selamat, semuanya bahagia, ibu Geni dan ibu Reza sehat selalu",0
"semua bulan bagus, Puji Tuhan punya Tuhan Yesus",0
kepercayaan masing2 ya guys Tante ku nikah di suro ( Wage ) udh dibilang bakal ada yg kalah salah satu ternyata bener suaminya meninggal beberapa tahun kemudian ninggalin anak umur 3 tahun,0
bismillah saja niat baik semoga lancar kedepannya bahagia dunia dan akhirat amin,0
duhh fuji jangan ya dek ya🤣,0
"Mau nanya nih, bulan suro itu bulan juli ini yah? Atau ada tanggal khusus nya?? Jawab serius ya",0
"kakaknya 2 di langkahi ya ,gapapa itu ya mana cewe semua",0
"katanya nikah nya mau tgl 22 Agustus
  ko sekarang mlh dh nikah
  buru,, amat
  ini bulan asurro
  alias Muharram",0
b aja,0
tetanggaku ini nikah di bln suro selang beberapa hari BPK nya mninggal,0
kan ibu 2 bln fah haji,0
"adekku mau nikah bulan ini aja gak jd karna suro, akhirnya ngitung tanggal sama sesepuh dapet September, padahal Jawa tp gak di hitung dulu apa ya??",0
"itu keluarga halilintr itu org minang,,ga percaya yg suro""an,mereka bukan org jawa gays😂😂",0
"pengatin perempuannya tidak manglingin...
  terlihat biasa",0
pda solat jumat gaa?,0
Kurang itung2an 😢,1
nikahnya kan emang buru-buru. udah ada yg spill itu,0
"reeza anak langka
  gemi faruk anaknya banyak
  beda difikiran masing""",0
bpk ibunnya thor berasa kondangan😂 bukan kelg pny hajat,0
kenapa bajunya ga senada sih ibu thoriq sm aal,0
kabarnya sampai sekarang masih sibuk sama henponya 😂😂😂,0
emang ada? 🤣🤣🤣,0
"Semua hari baik. Tp kalau aku percaya gak percaya selama kita menginjak tanah jawa ya seharusnya mengikuti kepercayaan jawa juga.
  Ibu nya Aliyah seperti nya tau krn itu begitu tegang dan takut.",0
Bener bener emg,0
"Aku punya temen nikah bln suro...smpe skrg awet aja rmh tangga nya,tp mmng anak nya meninggal pad umur 2thn klo ga salah....tp itukan udah takdir Allah ajal ga ada yg tau",0
aku ketinggalan😭,0
KMI di Aceh juga KK...samaa...,0
"biasanya sih dilarang ngadain pesta pas bulan suro karna sakral , tapi bisa saja beda-beda disetiap daerah",0
gheny Faruk udah kbnyakan anak jadi santai ajh,0
faedahnya apa?,0
ehh iya lg hamil ya🤭,0
tapi masih mending ini mah nikahan sih torik ibu geni sekeluarga dateng coba dulu pas sih aurel udah lamaran gak dateng nikah pun gak dateng,0
tarik sistt,0
tarik😭😫,0
"umur 56 hari udah sy Gendong ke Mekkah Madinah, haji boooo bukan umroh... haji booo... haji Thariq 🤣🤣🤣",0
bulan suro,0
"kenapa sih, pernikahan ini terlalu banyak kontroversi?",0
terserah dia lah....bebas horang kaya mah ☺,0
"Saya ramal kita akan ketemu di atas bukit,sambil teriak hajiii toorriiiqqq",0
Wkwkwkwkwk kan emg keluarga konten kreator 😂,1
mau slametan aja mikir di bulan suro.... ini pernikahan.... semoga samawa......dan langgeng amin.,0
"ya namanya jg budak konten. wajar reza terharu, baru pertama kali nikahin anak",1
tapi umi nya atta kelihatan lebih cantik mangglingi pake baju adat jawa...,0
"Tunggu, mau story dulu!' 🤣",1
si ibu petir kan kudu apload sosmed dulu,1
"Mitos yg mengiringi larangan menikah di bln Suro juga terkait dgn peristiwa sejarah, spt pembunuhan Nabi Ibrahim oleh Raja Namrud pd tgl 13 Suro. Kepercayaan ini menyebabkan masyarakat Islam-Jawa-",0
"Sangking fokus ny ke mamari,kamari dan papa dali sampai lupa hari ini haji thoriq nikah 😒",0
trlalu dipksakn cpat2 mnikaj,0
Jowo - Suro - Jumat Wage 😬,0
sebenernya bulan apa saja itu baik mai suro mau apa. bulan suro ini bertepatan dengan bulan Muharram bulan yang mulia krna banyak mukjizat para nabi,0
agak lain tu kluarga nya😁,1
moga selalu bahagiaa ya alyah🤲🤲🤲,0
Selamat buat fuji sda terselamatkn dri kluarga petir🤣,1
tapi thoriq udh haji dr umur 2 bulan,0
"klo orang Jawa ngak mangilingi muka ceweknya , biasa saja",0
salah lgi salah lg🤣🤣,0
omas emg begitu,0
njirr nikahnya pas gue ultah,0
@triulfha @Snowflake's99 ^B.T.S^🌸 @elianajafar,0
Wetone Singo iki🤣peeeh bulan suro neh nikahnya ya😊Semoga langeng yo artis ini amiin,0
hapeee terooooos,1
si paling tranding,1
astagfirullahhaladzim,0
yg penting konten,1
ini baru episot pertama danti episot ke depan nya lesgoh,0
iyalah. Reza ibu kandung. wajar terharu lihat anaknya menikah. Geni kan bukan ibu kandung Aliyah. yg pintar bikin content.,0
Keluarga konten sih 😂😂,1
Semoga jadi keluarga samawa...till Jannah...aamiin,0
adat Jawa tp g tau tradisi Jawa.. krn nikah dibln suro,0
Mkn krn anaknya banyakn,0
"jelas samawa lah, org duit nya bnyk jd yg bgitu mah gk pnting 😂",0
"aduuuh... suroooo...
  sama dengan menjemput balak. kayaknya hanya seumur jagung.
  semoga samawa",0
Agak laen ga ada sedihnya 🥹,1
sedang ngegame😂,1
mashaAllah cantik nya bunda reza,0
reza penyanyi bu gen youtubers beda toh,0
buru buru bngt coba lihat akhirnya gimana😂,0
tapi bnyk yg nikah di bulan suro😞maaf gatau kurang ngerti peerimbon jawa🙏,0
"sifaruk bilang udh ga ush pusing,msh byk stock anak gw yg kawin nanti",0
mama sambungnya mna ga di sorot,0
bulan suro+ Jumat wage angker banget di Jawa g boleh nikahi bulan suro,0
"lihattt Dan saksikan saja yukkk,,,pasti ada endingggnyAaa😂😂",0
kan mata pencariannya lewat sosmed jadi wajar lah cuan cuan,0
Ya gmn ya.. 😌😌 @Gistaraaaaaa,0
"Semoga langgeng,, tidak kena walangsangker nya bulan suro. 🙏",0
"padahal adat jawa gk boleh nikah di bulan suro,,",0
"ya main HP, video2, kan itu kerjaan mereka",0
BPK Jokowi mau salaman aja heboh sama hp nya coba chek youtubenya,0
nikah suro2 tp pake adat Jawa 😭,0
aah...anakny banyak ..serius nya nanti klo anaknya yg cewe nikah x🤭,0
"aal kuat ya,nikah sbg anak cwe BPK nya udh mngll tp tetep nyengir teruuuus",0
acaranya pakai adat Jawa.... tapi ulan suro diterjang aja pakai acara akad nikah.... gak bahaya ta.... 😭😅,0
lagi edit video biar langsung fyp🤪,1
Mantap.... salam interaksi kak 🙏,0
dia... LG serius baca doa lewat handphone 😢pikir positif aja dong😊,0
menurut Primbon jawa Hari ju'mat di bulan Suro bisa mendatangkan kesialan di suatu Saat nanti.,0
"Dimna mna memang beda antara orang tua dri prmpuan sma ortu dri laki"" memang lebih santai dri ortu prmpuan krn anak prmpuanya loh yg akan d bwa sma ank orang,aplgi Bpk kndung Alya udah tiada,tmbh sdih",0
vibes nikahany gadaa😭🙏🏽,1
namanya tarik apa Toriq sih 🤔🤔🤔,0
Aliyah beruntung pas nikah kluarga Torik hadir...lah lg Aurel pkbr?....heloo,0
wajar si Geni ny begitu karna kan anak ny banyak jd santai aja dia kalau ibu Aliya kan anak ny yg pertama kali nikah jd lebih khusuk,0
untung aj fuji selamat dari marabahaya,1
"Emaknya Thoriq anak banyak jadi ya biasa aja, kala emaknya Aaliyah cuma 2 dan dia anak pertama yg nikah",0
tanda tanda apa yah 🤭,0
jangan bilang ini tahun duda😏,0
pernikahan itu sangt sakral jdi hormatilh,0
"malah bagus loh nikah d blm Muharram
  tahun baru hijriah",0
pdhl kamera wartawan dan fg vendor bejibun ya🙂,0
Nang kene mesio suro uakeh buwunan nerecel tendo2 manten jejer kabeh,0
Qt tnggu aja saat putrinya menikah,0
Rugi kalau ga jadi konten,1
padahal kn klo soal mengabadikan moment ma kn ada fotografer yakk,0
Suro kan ndak boleh nikah kalau orang jawa😏,0
"aku gk fans siap"" sumpah cuma ngrasa kyk suasana pelaminannya gelap trus gk kyk nikahn bneran.. maaf",0
larangan dan hukum dalam agama itu tdk d per boleh kn Krn itu adalah bln wafat cucunya nabi Muhammad Saw,0
fuji kamu selamat.....,0
disaksikan presiden yg rindu didemo 😅😅😅,0
Baru pertama ini katanya orang jawa tapi bulan suro kok malah nikah 😳,0
ortu Fuji lebih tau tmpt si,0
grni faruq masih 12 perjlananenikahkan anak jdi santai dia..tp kalau maknya all itu anak semata wayangnnya menikah dan baru pertma mantu jdi bener² dri hti dri awal acara,0
bukan nunduk maen hp tapi lagi videoin pak hali aal sm pak hali salaman cium kening abis itu ganti bu gen cium aal pa hali video coba liat yg betul😂😂😂,0
gunanya FG apa paaakk???,0
FUJI CANTIKKJ IMUTTTT KERENNNN IS THE BESTTTTT🥰🥰🥰🥰🥰🥰,0
SANGAT BER ALHAMDHULILLAHHH FUJI TERSELAMATKAN DARI HAJI THIRIQQQQQQQQQQQ,1
"yg komen byk org jawa..
  yg kata y bln suro jum'at ni lh..
  thn ni lh...
  bagi km org sumatra dan menurut kepercayaan kmi bln Muharram ni bln yg bagus..
  mg knp dgn bln Muharram..",0
klo orng Jawa GK da yg berani nikah di BLN suro.,0
Mereka nikah di hari ulang tahun saya masya Allah ✨🙂,0
ini yg buat salfok tdi 🤣🤣,0
hp it penting.... krn itu cuan... cuan.. cuan...🤣😂🤣😂,0
narasi apa lagi ya Allah g kelar2 heran,0
Ibu seorang haji dan sikap haja,0
dia lg sekrol tiktok,1
gak pegang hp gak makan,1
lah iyo jare keturunan wong jowo tp sek bulan suro malah rabi iki piye🤔,0
wajarlah anak nya segudang,1
Tarik gak tuh...,0
kok bisa kan mantu idaman,0
halah embuh,0
suro jumat wage gk tahan lama,0
Emak ny torik santai kan anak ny banyak jdi bisa 12x nyaksiin momen nikah😅,0
suro kol nikah an,0
"yaa gitulah🙄
  kasian aal ntr klo Thoriq GK BS ngejaga aal",0
"malah bs di pake uji coba kok,,bener gk bulan suro itu horor buat hajatan,,",0
Penting nya bergaul dengan orang 😌😌,0
genifaruk kan emang konten kreator jd liatinnya hp lah,0
"@genihalilintar Bulan Suro, Malah Nikah 😑😑😑😏😏😏",0
"😁😁😁😁😁😁 ngga lama pasti, cma buat conta......",0
dia sbuk main trading... trading nya lg turun jd hrus fokus,1
yang pangling malah emaknya aal😁,0
"bulan panas,,SDH modern...",0
bisa2nya di acara sakral gitu dia masih main hp,1
astaga bener,0
kan YouTubers gmn sih kamera hp tu standby u update,0
"udah"" haji thoriq dan kosikin sekarang udah sah mau gimana lagi",0
"bu hajah Gen tdk terharu, lha wong anak ny msh bnyk kok yg bakal nikah, sans aja 🤣🤣🤣🤣",0
HP TEROOOSSSS,1
ono ono ae acarane,0
halilintar kook di lawan 🤣🤣🤣🤣🤣,0
pa jokowi klo d undang sm rakyat biasa datang gk ya?,0
Terlalu,0
semoga mereka langgeng🤲🤲 ..Krn menurut saya Aliyah bakal LBH dr satu kali.nikaj .GK tau kapan...,0
hadehh,1
hal hal remeh yg gak perlu diperdebatkan n diherankan,0
"harus di ruwat,sasi suro di larang menikah, ngunduh mantu",0
iy btul hp an trs,1
kan lg bisnis itu ibu gen halilintar jd lg ada bisnis lg mau bikin restoran kangkung goreng anaknya yg masak 🤣🤣🤣,0
"masih bs nikah ya tanggal 26? aku kemarin ribut dulu sama keluarga sampe hitung2an tanggal baik, akhirnya tanggal 6 kemarin, tapi itu ada perdebatan katanya bulan suro",0
iyalah pihak ortu pwrwmpuan yg rata2 cemas kalau pihak laki biasa aja g jd soal,0
buahahahahahah smpe dsni FAHAM?????? memang agak laen kaann,1
cuma toriq dan aliyah yang berani nikah pakek adat jawa pas bulan suro😂😂,0
"thoriq bukan tarik
  tarik tambang kali ah",0
cantik ya reza tu.. eksotik dari duku.. 😻,0
bukan urusan saya,0
beda ortu cwo sama cwe saat nikah memang ortu cwe LBH byk terharu dan berdoa semoga pilihan anaknya tepat membawa nya sampai k surganya Allah nanti,0
Geni Faruk lagi bales komen nitizen 😁,1
kata orang Jawa gk boleh loo bulan suro bwat nikah.. yaaa Allahualam aja ya semoga tersemogakan,0
tiada hari tanpa ngoten itulah,1
salfok sama pak jokowi,0
"baca doa apa dia, dia makan?",0
Mungkin dia la bagikan informasi di social media nya “jangan lupa monton YouTube kita live acara nikahkan “,0
geni anaknya banyak..jd banyak lg yg bakalan nikah..makanya dia santuy,0
mau apa sedih orang aliyanya cenggar cenggir sampai seluas satu meter,0
Akhad Jawa tapi resepsinya pakai Padang kok,0
lagi nge cek tranding gak nih acara anakny 😅,1
kalo udah pernah nikahin ..ya g sedih..tapi kalo baru nikahin anak ..pasti sedih,0
cowo yg jalan bareng alya itu ade tiri nya x..keanu,0
Bukan kah hari Jum'at tgl 27 bkn tgl 26,0
aga laen😳,1
selalu nutupi perut,0
mmk nya Torik kan Uda kebanyakan anak jadi dia biasa aja anak nya nika enga ada sedih nya 🤭,0
Memanglahhh,0
Padahl padahal . Kan baru pdahal 😅,0
besan pada akur ga si?,0
"Aurel beruntung, untung gak ada pas d nikahan aurel",1
mbak kok gak ada hj nya kan bapaknya udah naik haji😭,0
"mreka ga percaya mitos , semoga langgeng ya",0
"bu geni santai aja ... kan masih byak momen2 nikahin anaknya lagi nantinya
  😁😁",0
"Reza anaknya cuma 2, diambil 1 jadi sedih bakal ditinggal anak. Bu Geni anaknya banyak, nikah 2 masih ada 9 😀",0
"bkn hya adat jawa,, di islam pun sm bln muharrom kita di minta utk prihatin bkn mlah senang2",0
alhamdulillah fuji selamat😂,0
ibuk geni faruq ya update lahhh🤣🤣 mana ada dia fokus di setiap acara,0
MLM,0
malam,0
uji kamu selamat untung tidak jadi menantunya Geni Faruk,1
pengantennya wajahnya kaya malem 1 suro,0
katanya keraton harusnya ngerti menghormati bulan suro semoga ngk ad ap ap,0
pamali bulan suro,0
bu haji sibuk maen HP ke napa,1
stok anaknya msh byk mungkin jd santai 😌,0
"kan mereka Kreator jadi wajar main Handphone , begitu bukan sih ??🤣😂",0
"fuji kamu selamat,,,🤭🤭🤭",0
maklum ya kan ibu haji bebas kan namanya juga ibuk haji 😆🤣,1
kalo bln suro ga boleh hajatan apa lagi nikah orang Jawa pasti tau,0
agak laen,1
😅😅😅mertua gaul,0
menyala🔥 mertuaku😁😁😁,0
nama juga keluarga youtuber...ya ngk boleh terlewat pantau hp..🤭,1
"mereka bahagia, klan aura magrib heboh",0
"bulan suro, hr jum'at, katanya orang jawa daerah ku, ndak boleh",0
alhadulillah fuji selamat dari mertua kek gini😁😁😁,0
"Fuji ira selamet,",0
itulh mknya fuji bersyukur tdk jd sm hjorok dan msk dlm klrg ini,0
hidup mereka kn dr konten😂😂😂jd ya harap maklum,1
semoga pernikahannya langgeng sampai kakek nenek,0
kn bugen anaknya banyak....jdinya gk perlu sedihh,0
"allahuakbar haaaaaaaa.ora sumenggah wes pokoke..dr lamaran siraman, akat.semua amburadul🤣🤣🤣🤣 nikah nikahan",0
paketan ngak bisa buat tiktok krna mau abis ini beli dah nikah aja 🥺🥺,0
"Kya ada yg aneh,,, 🤭 kita liat aja kedepannya",1
dem..dem.emak ny halilintar sm.bini nya 😂😂😂,0
kok buru2 amat nikahnya 🤔,0
Geni anaknya banyak sih....klo Reza anaknya cuma 2,0
Masi banyak anak yg mau di nikahin jdi mamanya toriq santuy 🤣🤣🤣,0
terlalu banyak anak..jd biasa aja😂..,0
salfok sm make up ny Reza pangling cantik bgt,0
"gag boleh kak, ini msih bln suro/muharam,
  dan ktanya ini tahun, jg tahun duda katane kak, ndak boleh,",0
beda ortu cewek sm cowok😅😅😅,1
emang yg diinginkan kan pnya besan artis terkenal jd g perhatian itu pd momen yg sakral,0
lihat aal kaya g ada sedih sedih yh,0
"kita do'ain aja moga""langgeng",0
Suro” kok rabi 🙄,0
momen sakral dianggap biasa handphone lebih berharga,1
26 Juli bukannya sabtu kak 🙏,0
sibuk ngonten 😂,1
hallilintar keluarga konten,1
"pdhal GK apa"" dan TDK apa"" tapi media ini sungguh luar biasa lho pemberitaan nya...",0
barangkali baca alquran dari hp,0
untung Aurel nikah ngga ada mak2 maen hp,1
knp gk trending😂😂,0
"menurut org Jawa bulan suro GK boleh buat hajatan apalagi buat pernikahan pasti ada talaknya menurut org Jawa,banyak musibah,katanya,semoga SJ langeng",0
untung dulu waktu aurel gk di tungguin sm mertuanya,1
apa tuhhhh kaya ada yg janggal..,1
Jum'at..jd pada nggak Sholat Jum'at dong,0
"hp record buat modal konten gaess,,😅",1
reza terharu karena tidak ada ayahnya Aaliyah dan Ini pernikahan pertama untuk anaknya Reza,0
prosesi sungkeman Geni Farouk jg g terharu mlah senyum2 😀🤭,0
npa nikahnya Jum'at wage bulan Muharram.... pke adat jawa masak gk ada yg ngasih paham🙏,0
tu pun jadi isu🙄,0
ya gpplah. suka2 mrk yg pntg akad nya,0
biasa ibu haji😆,1
kalau banyak anak emg kayak gitu kali padahal gak usah mikir lauk buat makan cukup apa engak 🤣,0
Tiada Suasana yg di Rasa.,0
Nama ny jg Klrg Gluduk gak Heran😂,0
hp lebih pnting ada bisnis,1
namany juga konten,1
ngk live di telivisi kah sama kya atta aurel 😂,0
"semoga aal langgeng trs ,",0
